"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4100607","2015-09-20T06:57:00","25.81","-70.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T06:57:00","27.36","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T06:58:00","27.35","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T06:58:00","28.59","-78.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100607","2015-09-20T07:00:00","25.81","-70.13",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-20T07:00:00","29.05","-71.25",,,"1","3","2","5",,,,"11",,,,,,,,"10103","7","12","0",,,,,,"295",,,,,,,,,,,,"242","91","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-20T07:00:00","25.32","-74.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T07:00:00","28.59","-78.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"C6ZL6","2015-09-20T07:00:00","25.50","-80.00",,,"1","4","0","0","4","4",,"1","0","300","4","62","98",,"1","10110",,,"0","280",,,,"1","300","5","5","7","3","A","A","2","1",,,,"241","50","992","114","5","1","2","1","11111F","111A111AA111AA",,"1","1",,,,,,,,,,,"4"
"H3VR","2015-09-20T07:00:00","25.60","-80.00",,,"1","4","0","0","4","4",,"1","0","240","4","62","98",,,"10140","4","0","0","285","0","252","238","1","299","9","9","A","A","A","A",,,,,,"241","50","992","114","5","1","2","1","111111","111AA111111AA1",,"1",,,,,,,,,,,,"4"
"SPGF1","2015-09-20T07:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","160","4","15",,,,"10110","6","8",,"279",,,"247",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100928","2015-09-20T07:03:00","25.32","-74.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T07:07:00","27.36","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T07:10:00","27.36","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T07:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","320","1","50",,,,"10090",,,,"278",,,"234","1","284",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100010","2015-09-20T07:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","310","1","60",,,,"10089","6","7",,"278",,,"230","1","284",,,,,,,"6","1","1","6","1","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-20T07:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","220","1","70",,,,"10098","6","12",,"291",,,"255","1","294",,,,,,,"5","2","9","8","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100607","2015-09-20T08:00:00","25.82","-70.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-20T08:00:00","29.05","-71.25",,,"1","3","2","5",,,,"11",,,,,,,,"10102","7","7","0",,,,,,"295",,,,,,,,,,,,"242","91","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-20T08:00:00","25.32","-74.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"C6PZ8","2015-09-20T08:00:00","25.70","-77.60",,,"1","4","0","0","7","1",,"1","0","240","4","103",,,"1","10100","6","10","0","270","0","260","256","1","300","2","2","1","7","A","A",,"2",,,,"242","57","992","114","5","1","2","1","113111","11AA11111113A1",,"1","1",,,,,,,,,,,"4"
"SPGF1","2015-09-20T08:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","190","4","15",,,,"10109","6","6",,"274",,,"217",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-20T08:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","320","1","60",,,,"10090",,,,"278",,,"230","1","284",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4300554","2015-09-20T08:30:00","28.59","-78.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T08:38:00","27.36","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T08:38:00","28.59","-78.20",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100607","2015-09-20T08:41:00","25.82","-70.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T08:43:00","27.36","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T08:45:00","28.59","-78.20",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T08:46:00","27.36","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T08:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","300","1","50",,,,"10091","4","0",,"278",,,"234","1","284",,,,,,,"4","1","3","7","2","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-20T08:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","220","1","70",,,,"10100","6","4",,"289",,,"257","1","294",,,,,,,"5","2","10","8","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100607","2015-09-20T09:00:00","25.82","-70.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-20T09:00:00","29.06","-71.25",,,"1","3","2","5",,,,"11",,,,,,,,"10103","7","6","0",,,,,,"295",,,,,,,,,,,,"242","91","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-20T09:00:00","25.35","-74.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T09:00:00","28.59","-78.20",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-20T09:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","260","4","36",,,,"10111","4","0",,"284",,,"232",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100688","2015-09-20T09:08:00","27.37","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T09:13:00","27.37","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T09:15:00","28.61","-78.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T09:18:00","28.61","-78.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T09:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","310","1","60",,,,"10094",,,,"279",,,"234","1","284",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4100688","2015-09-20T09:24:00","27.37","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T09:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","320","1","60",,,,"10097","3","6",,"278",,,"235","1","284",,,,,,,"5","1","0","7","2","242","88","793","103","6","1","2","1","111111","11AAA11A11A171",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-20T09:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","220","1","60",,,,"10103","3","3",,"289",,,"257","1","294",,,,,,,"5","2","10","8","1","242","71","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100607","2015-09-20T10:00:00","25.84","-70.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"242","50","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-20T10:00:00","29.06","-71.25",,,"1","3","2","5",,,,"11",,,,,,,,"10103","7","1","0",,,,,,"295",,,,,,,,,,,,"242","91","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-20T10:00:00","25.36","-74.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T10:00:00","28.61","-78.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"H3GR","2015-09-20T10:00:00","25.00","-77.30",,,"1","4","0","0","0","0",,"1","0","230","4","51","93",,,"10120","4",,"0","270","1","260","256","3","290","3","3","8","5","9","8","0","0",,"0","0","242","57","992","114","5","1","2","1","111111","111AA111111137",,"1",,,"0","0",,,,,,,,"4"
"SPGF1","2015-09-20T10:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","270","4","41",,,,"10116","3","6",,"281",,,"243",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100607","2015-09-20T10:07:00","25.84","-70.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"242","50","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T10:07:00","27.37","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100928","2015-09-20T10:11:00","25.36","-74.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","54","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T10:15:00","27.37","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T10:15:00","28.60","-78.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T10:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","320","1","60",,,,"10100",,,,"278",,,"236","1","283",,,,,,,,,,,,"242","88","793","103","6","1","2","1","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4300554","2015-09-20T10:45:00","28.60","-78.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T10:49:00","27.38","-70.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T10:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","320","1","60",,,,"10107","3","18",,"279",,,"232","1","284",,,,,,,"5","1","1","7","2","242","88","793","103","6","1","2","1","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-20T10:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","230","1","80",,,,"10108","3","10",,"291",,,"254","1","294",,,,,,,"5","2","10","8","1","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100688","2015-09-20T10:54:00","27.38","-70.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100607","2015-09-20T10:57:00","25.84","-70.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100928","2015-09-20T10:58:00","25.37","-74.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","54","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100607","2015-09-20T11:00:00","25.84","-70.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T11:00:00","27.38","-70.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-20T11:00:00","29.06","-71.25",,,"1","3","2","5",,,,"11",,,,,,,,"10109","2","7","0",,,,,,"295",,,,,,,,,,,,"242","91","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-20T11:00:00","25.37","-74.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"242","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4300554","2015-09-20T11:00:00","28.60","-78.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"C6FM9","2015-09-20T11:00:00","26.80","-79.40",,,"1","4","0","0","7","3",,"1","0","310","3","67","98",,"1","10100","4","20","3","280","0","260","250","1","290","5","5","8","5","9","5","2","2","1","2","2","242","69","992","114","5","1","2","1","111111","111A1111111117",,"1","1","1","2","2",,,,,,,,"4"
"C6FN4","2015-09-20T11:00:00","26.30","-76.10",,,"1","4","0","0","3","4",,"1","0","260","4","82","97","19","2","10110","2","10","0","260","0","240","232",,"270","5","5","4","5","A","A","5","2","26","6","2","242","66","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,,,,,,,,"4"
"SPGF1","2015-09-20T11:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","300","4","41",,,,"10121","3","12",,"283",,,"240",,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4100010","2015-09-20T11:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","320","1","70",,,,"10109",,,,"280",,,"236","1","284",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4300554","2015-09-20T11:45:00","28.61","-78.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T11:46:00","27.38","-70.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T11:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","330","1","70",,,,"10113","2","22",,"279",,,"234","1","284",,,,,,,"5","2","35","7","1","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-20T11:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","230","1","80",,,,"10114","3","14",,"293",,,"256","1","294",,,,,,,"5","2","8","14","1","242","71","793","103","6","1","2","2","111111","11AAA11A11A131",,"6",,,,,,,,,,,,"4"
"4300554","2015-09-20T11:50:00","28.61","-78.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T11:55:00","27.38","-70.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-20T12:00:00","29.08","-71.23",,,"1","3","2","5",,,,"11",,,,,,,,"10115","2","12","0",,,,,,"295",,,,,,,,,,,,"242","91","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-20T12:00:00","25.37","-74.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"C6ZJ8","2015-09-20T12:00:00","26.60","-78.80",,,"1","4","0","0","0","0",,"1","0","300","4","51","98","1","0","10120","3","10","0","280","0","260","253","1","320","1","1","1","5","1","A","1","1","27","1","1","242","68","992","114","5","1","2","2","311111","11111111111111",,"1","0",,,,,,,,,,,"4"
"CQGR","2015-09-20T12:00:00","24.70","-79.70",,,"1","4","0","0","4","3",,"1","0","260","3","41","98","3","1","10135","2","15","0","280",,,,,,"4","4","1","5","6","2","0","1","0",,,"242","49","992","114","5","1","2","2","F1111F","1111111AAA1131",,"1","1","0",,,,,,,,,,"4"
"SPGF1","2015-09-20T12:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","310","4","46",,,,"10126","2","15",,"288",,,"244",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"WDD4207","2015-09-20T12:00:00","23.00","-79.40",,,"1","4","0","0","3","3",,"1","0","250","4","31","98",,,"10134",,,"0","270","0","260","256",,,,,,"A",,,,,,,,"242","39","992","114","5","1","2","2","F11111","111AA1111A8AAA",,"1",,,,,,,,,,,,"4"
"4100010","2015-09-20T12:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","320","1","70",,,,"10116",,,,"281",,,"234","1","284",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4300554","2015-09-20T12:30:00","28.61","-78.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T12:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","330","1","60",,,,"10118","1","21",,"281",,,"235","1","284",,,,,,,"5","1","2","7","1","242","88","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100047","2015-09-20T12:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","230","1","80",,,,"10116","1","13",,"294",,,"256","1","294",,,,,,,"5","2","11","8","1","242","71","793","103","6","1","2","2","111111","11AAA11A11A111",,"6",,,,,,,,,,,,"4"
"4100607","2015-09-20T13:00:00","25.87","-70.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100709","2015-09-20T13:00:00","29.08","-71.23",,,"1","3","2","5",,,,"11",,,,,,,,"10118","2","16","0",,,,,,"295",,,,,,,,,,,,"242","91","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,
"4100928","2015-09-20T13:00:00","25.43","-74.37",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"242","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"SPGF1","2015-09-20T13:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","300","4","57",,,,"10132","3","16",,"288",,,"242",,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F11111","11AAA11A1AAAA1","31","6",,,,,,,,,,,,"4"
"4300554","2015-09-20T13:15:00","28.62","-78.12",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100010","2015-09-20T13:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","320","1","60",,,,"10121",,,,"281",,,"235","1","284",,,,,,,,,,,,"242","88","793","103","6","1","2","2","111111","11AAA11A11AAAA",,"6",,,,,,,,,,,,"4"
"4300554","2015-09-20T13:30:00","28.61","-78.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"242","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100607","2015-09-20T13:32:00","25.87","-70.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","50","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
"4100688","2015-09-20T13:33:00","27.39","-70.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"242","70","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,
